"label","iter","parameter","value"
"Burst size (β)",346,"burst",4.89638693
"Activation indis (ψn)",346,"iota_N1",1.18111811
"Activation targeted (ψw)",346,"iota_N2",0.45197074
"Half-life indis (ϕn)",346,"phi_N1",0.24374285
"Half-life targeted (ϕw)",346,"phi_N2",701.933991
"RBC replenishment (ρ)",347,"rho",0.19083817
"Burst size (β)",347,"burst",4.59582585
"Activation indis (ψn)",347,"iota_N1",20.1016894
"Activation targeted (ψw)",347,"iota_N2",2.19012168
"Half-life indis (ϕn)",347,"phi_N1",0.12478001
"Half-life targeted (ϕw)",347,"phi_N2",330.765246
"RBC replenishment (ρ)",348,"rho",0.43852627
"Burst size (β)",348,"burst",6.03896179
"Activation indis (ψn)",348,"iota_N1",21.1726498
"Activation targeted (ψw)",348,"iota_N2",2.17724928
"Half-life indis (ϕn)",348,"phi_N1",0.07836299
"Half-life targeted (ϕw)",348,"phi_N2",368.807905
"RBC replenishment (ρ)",349,"rho",0.24949148
"Burst size (β)",349,"burst",5.43891029
"Activation indis (ψn)",349,"iota_N1",1.86882739
"Activation targeted (ψw)",349,"iota_N2",1.19505095
"Half-life indis (ϕn)",349,"phi_N1",0.23041904
"Half-life targeted (ϕw)",349,"phi_N2",1045.24033
"RBC replenishment (ρ)",350,"rho",0.20334755
"Burst size (β)",350,"burst",4.03050128
"Activation indis (ψn)",350,"iota_N1",25.0344378
"Activation targeted (ψw)",350,"iota_N2",0.99899508
"Half-life indis (ϕn)",350,"phi_N1",0.01927723
"Half-life targeted (ϕw)",350,"phi_N2",354.162112
"RBC replenishment (ρ)",351,"rho",0.40687439
"Burst size (β)",351,"burst",4.00454073
"Activation indis (ψn)",351,"iota_N1",19.4284359
"Activation targeted (ψw)",351,"iota_N2",0.83447348
"Half-life indis (ϕn)",351,"phi_N1",0.02859989
"Half-life targeted (ϕw)",351,"phi_N2",502.009253
"RBC replenishment (ρ)",352,"rho",0.38012008
"Burst size (β)",352,"burst",5.08868442
"Activation indis (ψn)",352,"iota_N1",7.69133596
"Activation targeted (ψw)",352,"iota_N2",0.48216063
"Half-life indis (ϕn)",352,"phi_N1",0.03903652
"Half-life targeted (ϕw)",352,"phi_N2",356.419476
"RBC replenishment (ρ)",353,"rho",0.3137356
"Burst size (β)",353,"burst",4.68206628
"Activation indis (ψn)",353,"iota_N1",28.9589099
"Activation targeted (ψw)",353,"iota_N2",1.93691616
"Half-life indis (ϕn)",353,"phi_N1",0.1164657
"Half-life targeted (ϕw)",353,"phi_N2",355.798063
"RBC replenishment (ρ)",354,"rho",0.29130654
"Burst size (β)",354,"burst",6.01430364
"Activation indis (ψn)",354,"iota_N1",16.7746774
"Activation targeted (ψw)",354,"iota_N2",1.75967341
"Half-life indis (ϕn)",354,"phi_N1",0.06312331
"Half-life targeted (ϕw)",354,"phi_N2",350.530358
"RBC replenishment (ρ)",355,"rho",0.26987102
"Burst size (β)",355,"burst",5.60040038
"Activation indis (ψn)",355,"iota_N1",5.4073133
"Activation targeted (ψw)",355,"iota_N2",1.13764716
"Half-life indis (ϕn)",355,"phi_N1",0.07512384
"Half-life targeted (ϕw)",355,"phi_N2",1580.30875
"RBC replenishment (ρ)",356,"rho",0.37738182
"Burst size (β)",356,"burst",3.96019777
"Activation indis (ψn)",356,"iota_N1",46.2455161
"Activation targeted (ψw)",356,"iota_N2",0.75812205
"Half-life indis (ϕn)",356,"phi_N1",0.02588042
"Half-life targeted (ϕw)",356,"phi_N2",113.969228
"RBC replenishment (ρ)",357,"rho",0.32268441
"Burst size (β)",357,"burst",3.91739537
"Activation indis (ψn)",357,"iota_N1",17.7770488
"Activation targeted (ψw)",357,"iota_N2",0.68319718
"Half-life indis (ϕn)",357,"phi_N1",0.04128351
"Half-life targeted (ϕw)",357,"phi_N2",28.3554822
"RBC replenishment (ρ)",358,"rho",0.32781301
"Burst size (β)",358,"burst",4.76021971
"Activation indis (ψn)",358,"iota_N1",12.8742665
"Activation targeted (ψw)",358,"iota_N2",0.68624255
"Half-life indis (ϕn)",358,"phi_N1",0.02113836
"Half-life targeted (ϕw)",358,"phi_N2",14.9874523
"RBC replenishment (ρ)",359,"rho",0.17835098
"Burst size (β)",359,"burst",4.48126065
"Activation indis (ψn)",359,"iota_N1",150.693499
"Activation targeted (ψw)",359,"iota_N2",2.85656622
"Half-life indis (ϕn)",359,"phi_N1",0.02795642
"Half-life targeted (ϕw)",359,"phi_N2",33.1329609
"RBC replenishment (ρ)",360,"rho",0.28602471
"Burst size (β)",360,"burst",6.03630296
"Activation indis (ψn)",360,"iota_N1",48.0079824
"Activation targeted (ψw)",360,"iota_N2",2.03589376
"Half-life indis (ϕn)",360,"phi_N1",0.02138833
"Half-life targeted (ϕw)",360,"phi_N2",59.1555275
"RBC replenishment (ρ)",361,"rho",0.23221255
"Burst size (β)",361,"burst",5.68263192
"Activation indis (ψn)",361,"iota_N1",37.9481167
"Activation targeted (ψw)",361,"iota_N2",1.17840321
"Half-life indis (ϕn)",361,"phi_N1",0.01277903
"Half-life targeted (ϕw)",361,"phi_N2",35.1645566
"RBC replenishment (ρ)",362,"rho",0.32642425
"Burst size (β)",362,"burst",3.92358309
"Activation indis (ψn)",362,"iota_N1",15.3700081
"Activation targeted (ψw)",362,"iota_N2",0.89051335
"Half-life indis (ϕn)",362,"phi_N1",0.06067234
"Half-life targeted (ϕw)",362,"phi_N2",3515.60519
"RBC replenishment (ρ)",363,"rho",0.37791815
"Burst size (β)",363,"burst",3.94162407
"Activation indis (ψn)",363,"iota_N1",6.29586141
"Activation targeted (ψw)",363,"iota_N2",0.84597498
"Half-life indis (ϕn)",363,"phi_N1",0.11483905
"Half-life targeted (ϕw)",363,"phi_N2",3916.06973
"RBC replenishment (ρ)",364,"rho",0.43017394
"Burst size (β)",364,"burst",4.77373429
"Activation indis (ψn)",364,"iota_N1",8.31748907
"Activation targeted (ψw)",364,"iota_N2",0.457498
"Half-life indis (ϕn)",364,"phi_N1",0.04558621
"Half-life targeted (ϕw)",364,"phi_N2",926.985276
"RBC replenishment (ρ)",365,"rho",0.25490559
"Burst size (β)",365,"burst",4.53758517
"Activation indis (ψn)",365,"iota_N1",10.8315451
"Activation targeted (ψw)",365,"iota_N2",1.77974044
"Half-life indis (ϕn)",365,"phi_N1",0.32094212
"Half-life targeted (ϕw)",365,"phi_N2",2304.19988
"RBC replenishment (ρ)",366,"rho",0.39666515
"Burst size (β)",366,"burst",6.09197469
"Activation indis (ψn)",366,"iota_N1",10.775789
"Activation targeted (ψw)",366,"iota_N2",1.85775789
"Half-life indis (ϕn)",366,"phi_N1",0.06299156
"Half-life targeted (ϕw)",366,"phi_N2",1529.48707
"RBC replenishment (ρ)",367,"rho",0.3241002
"Burst size (β)",367,"burst",5.44392719
"Activation indis (ψn)",367,"iota_N1",11.0559155
"Activation targeted (ψw)",367,"iota_N2",1.04936904
"Half-life indis (ϕn)",367,"phi_N1",0.02862606
"Half-life targeted (ϕw)",367,"phi_N2",4226.10966
"RBC replenishment (ρ)",368,"rho",0.27295586
"Burst size (β)",368,"burst",4.09407142
"Activation indis (ψn)",368,"iota_N1",12.9682297
"Activation targeted (ψw)",368,"iota_N2",0.84604456
"Half-life indis (ϕn)",368,"phi_N1",0.05329857
"Half-life targeted (ϕw)",368,"phi_N2",2743.57668
"RBC replenishment (ρ)",369,"rho",0.38886903
"Burst size (β)",369,"burst",3.86130948
"Activation indis (ψn)",369,"iota_N1",8.26852506
"Activation targeted (ψw)",369,"iota_N2",0.78969286
"Half-life indis (ϕn)",369,"phi_N1",0.11617612
"Half-life targeted (ϕw)",369,"phi_N2",1954.43709
"RBC replenishment (ρ)",370,"rho",0.39251548
"Burst size (β)",370,"burst",4.76108844
"Activation indis (ψn)",370,"iota_N1",7.28635594
"Activation targeted (ψw)",370,"iota_N2",0.49433394
"Half-life indis (ϕn)",370,"phi_N1",0.03750849
"Half-life targeted (ϕw)",370,"phi_N2",1835.70146
"RBC replenishment (ρ)",371,"rho",0.22290557
"Burst size (β)",371,"burst",4.60149024
"Activation indis (ψn)",371,"iota_N1",19.7130394
"Activation targeted (ψw)",371,"iota_N2",2.1318589
"Half-life indis (ϕn)",371,"phi_N1",0.18378513
"Half-life targeted (ϕw)",371,"phi_N2",318.803072
"RBC replenishment (ρ)",372,"rho",0.4954896
"Burst size (β)",372,"burst",6.26529986
"Activation indis (ψn)",372,"iota_N1",27.7640158
"Activation targeted (ψw)",372,"iota_N2",1.94351993
"Half-life indis (ϕn)",372,"phi_N1",0.06222764
"Half-life targeted (ϕw)",372,"phi_N2",383.237569
"RBC replenishment (ρ)",373,"rho",0.45000656
"Burst size (β)",373,"burst",5.57186909
"Activation indis (ψn)",373,"iota_N1",6.31937035
"Activation targeted (ψw)",373,"iota_N2",1.06592326
"Half-life indis (ϕn)",373,"phi_N1",0.08452653
"Half-life targeted (ϕw)",373,"phi_N2",1624.67891
"RBC replenishment (ρ)",374,"rho",0.27320623
"Burst size (β)",374,"burst",4.05644429
"Activation indis (ψn)",374,"iota_N1",12.1701775
"Activation targeted (ψw)",374,"iota_N2",0.70156083
"Half-life indis (ϕn)",374,"phi_N1",0.04133198
"Half-life targeted (ϕw)",374,"phi_N2",828.446728
"RBC replenishment (ρ)",375,"rho",0.36964795
"Burst size (β)",375,"burst",4.01320007
"Activation indis (ψn)",375,"iota_N1",11.6936392
"Activation targeted (ψw)",375,"iota_N2",0.71107563
"Half-life indis (ϕn)",375,"phi_N1",0.0313633
"Half-life targeted (ϕw)",375,"phi_N2",608.660863
"RBC replenishment (ρ)",376,"rho",0.2875317
"Burst size (β)",376,"burst",4.73491153
"Activation indis (ψn)",376,"iota_N1",5.90683867
"Activation targeted (ψw)",376,"iota_N2",0.48135897
"Half-life indis (ϕn)",376,"phi_N1",0.01851434
"Half-life targeted (ϕw)",376,"phi_N2",1144.97266
"RBC replenishment (ρ)",377,"rho",0.23702884
"Burst size (β)",377,"burst",4.73935866
"Activation indis (ψn)",377,"iota_N1",32.2784545
"Activation targeted (ψw)",377,"iota_N2",2.1498903
"Half-life indis (ϕn)",377,"phi_N1",0.07949134
"Half-life targeted (ϕw)",377,"phi_N2",3588.85063
"RBC replenishment (ρ)",378,"rho",0.4471255
"Burst size (β)",378,"burst",6.05813424
"Activation indis (ψn)",378,"iota_N1",29.5683696
"Activation targeted (ψw)",378,"iota_N2",2.0680137
"Half-life indis (ϕn)",378,"phi_N1",0.05835443
"Half-life targeted (ϕw)",378,"phi_N2",287.523768
"RBC replenishment (ρ)",379,"rho",0.27324838
"Burst size (β)",379,"burst",5.75349794
"Activation indis (ψn)",379,"iota_N1",18.0523494
"Activation targeted (ψw)",379,"iota_N2",1.16816852
"Half-life indis (ϕn)",379,"phi_N1",0.03235473
"Half-life targeted (ϕw)",379,"phi_N2",1331.04996
"RBC replenishment (ρ)",380,"rho",0.26562937
"Burst size (β)",380,"burst",3.89999384
"Activation indis (ψn)",380,"iota_N1",34.8094647
"Activation targeted (ψw)",380,"iota_N2",0.70191212
"Half-life indis (ϕn)",380,"phi_N1",0.02121215
"Half-life targeted (ϕw)",380,"phi_N2",187.22375
"RBC replenishment (ρ)",381,"rho",0.26988381
"Burst size (β)",381,"burst",3.94976974
"Activation indis (ψn)",381,"iota_N1",34.5273788
"Activation targeted (ψw)",381,"iota_N2",0.82947898
"Half-life indis (ϕn)",381,"phi_N1",0.01439243
"Half-life targeted (ϕw)",381,"phi_N2",1460.74304
"RBC replenishment (ρ)",382,"rho",0.28904549
"Burst size (β)",382,"burst",4.80259702
"Activation indis (ψn)",382,"iota_N1",17.9031339
"Activation targeted (ψw)",382,"iota_N2",0.5567678
"Half-life indis (ϕn)",382,"phi_N1",0.01695202
"Half-life targeted (ϕw)",382,"phi_N2",3885.5285
"RBC replenishment (ρ)",383,"rho",0.24018638
"Burst size (β)",383,"burst",4.50847823
"Activation indis (ψn)",383,"iota_N1",149.438008
"Activation targeted (ψw)",383,"iota_N2",1.91441164
"Half-life indis (ϕn)",383,"phi_N1",0.0194689
"Half-life targeted (ϕw)",383,"phi_N2",4340.84427
"RBC replenishment (ρ)",384,"rho",0.48344949
"Burst size (β)",384,"burst",6.3796391
"Activation indis (ψn)",384,"iota_N1",29.2214631
"Activation targeted (ψw)",384,"iota_N2",1.81928423
"Half-life indis (ϕn)",384,"phi_N1",0.03427613
"Half-life targeted (ϕw)",384,"phi_N2",2339.61558
"RBC replenishment (ρ)",385,"rho",0.29492707
"Burst size (β)",385,"burst",5.59623653
"Activation indis (ψn)",385,"iota_N1",11.6764962
"Activation targeted (ψw)",385,"iota_N2",1.08412893
"Half-life indis (ϕn)",385,"phi_N1",0.03974894
"Half-life targeted (ϕw)",385,"phi_N2",9859.83338
"RBC replenishment (ρ)",386,"rho",0.25155594
"Burst size (β)",386,"burst",4.00407419
"Activation indis (ψn)",386,"iota_N1",217.617521
"Activation targeted (ψw)",386,"iota_N2",1.05812506
"Half-life indis (ϕn)",386,"phi_N1",0.00499648
"Half-life targeted (ϕw)",386,"phi_N2",435.219944
"RBC replenishment (ρ)",387,"rho",0.3855383
"Burst size (β)",387,"burst",4.00961872
"Activation indis (ψn)",387,"iota_N1",222.369533
"Activation targeted (ψw)",387,"iota_N2",0.67041618
"Half-life indis (ϕn)",387,"phi_N1",0.00315758
"Half-life targeted (ϕw)",387,"phi_N2",1034.31467
"RBC replenishment (ρ)",388,"rho",0.42591144
"Burst size (β)",388,"burst",4.76844586
"Activation indis (ψn)",388,"iota_N1",155.606613
"Activation targeted (ψw)",388,"iota_N2",0.39768826
"Half-life indis (ϕn)",388,"phi_N1",0.00206653
"Half-life targeted (ϕw)",388,"phi_N2",260.628532
"RBC replenishment (ρ)",389,"rho",0.22371142
"Burst size (β)",389,"burst",4.47528868
"Activation indis (ψn)",389,"iota_N1",283.62996
"Activation targeted (ψw)",389,"iota_N2",2.53149817
"Half-life indis (ϕn)",389,"phi_N1",0.00996572
"Half-life targeted (ϕw)",389,"phi_N2",326.942224
"RBC replenishment (ρ)",390,"rho",0.37761212
"Burst size (β)",390,"burst",6.23256734
"Activation indis (ψn)",390,"iota_N1",199.007978
"Activation targeted (ψw)",390,"iota_N2",1.78226294
"Half-life indis (ϕn)",390,"phi_N1",0.0042871
"Half-life targeted (ϕw)",390,"phi_N2",626.271978
"RBC replenishment (ρ)",391,"rho",0.32413598
"Burst size (β)",391,"burst",5.50953945
"Activation indis (ψn)",391,"iota_N1",225.631792
"Activation targeted (ψw)",391,"iota_N2",1.0636161
"Half-life indis (ϕn)",391,"phi_N1",0.00257831
"Half-life targeted (ϕw)",391,"phi_N2",215.306436
"RBC replenishment (ρ)",392,"rho",0.25816617
"Burst size (β)",392,"burst",4.04291652
"Activation indis (ψn)",392,"iota_N1",135.962097
"Activation targeted (ψw)",392,"iota_N2",0.83182424
"Half-life indis (ϕn)",392,"phi_N1",0.00610174
"Half-life targeted (ϕw)",392,"phi_N2",20.4749259
"RBC replenishment (ρ)",393,"rho",0.32046014
"Burst size (β)",393,"burst",4.032362
"Activation indis (ψn)",393,"iota_N1",74.7170086
"Activation targeted (ψw)",393,"iota_N2",0.76560007
"Half-life indis (ϕn)",393,"phi_N1",0.00544518
"Half-life targeted (ϕw)",393,"phi_N2",171.013431
"RBC replenishment (ρ)",394,"rho",0.30133264
"Burst size (β)",394,"burst",4.82083008
"Activation indis (ψn)",394,"iota_N1",56.6515918
"Activation targeted (ψw)",394,"iota_N2",0.55606258
"Half-life indis (ϕn)",394,"phi_N1",0.00653091
"Half-life targeted (ϕw)",394,"phi_N2",16.0239131
"RBC replenishment (ρ)",395,"rho",0.22400691
"Burst size (β)",395,"burst",4.80943521
"Activation indis (ψn)",395,"iota_N1",167.629324
"Activation targeted (ψw)",395,"iota_N2",2.06577555
"Half-life indis (ϕn)",395,"phi_N1",0.00905691
"Half-life targeted (ϕw)",395,"phi_N2",1535.11105
"RBC replenishment (ρ)",396,"rho",0.43079388
"Burst size (β)",396,"burst",6.1326906
"Activation indis (ψn)",396,"iota_N1",102.000605
"Activation targeted (ψw)",396,"iota_N2",2.11474489
"Half-life indis (ϕn)",396,"phi_N1",0.01006703
"Half-life targeted (ϕw)",396,"phi_N2",517.592806
"RBC replenishment (ρ)",397,"rho",0.36972403
"Burst size (β)",397,"burst",5.55680163
"Activation indis (ψn)",397,"iota_N1",74.5909266
"Activation targeted (ψw)",397,"iota_N2",0.9235466
"Half-life indis (ϕn)",397,"phi_N1",0.0097289
"Half-life targeted (ϕw)",397,"phi_N2",243.439256
"RBC replenishment (ρ)",398,"rho",0.34521592
"Burst size (β)",398,"burst",4.15973579
"Activation indis (ψn)",398,"iota_N1",15.2976871
"Activation targeted (ψw)",398,"iota_N2",0.77610062
"Half-life indis (ϕn)",398,"phi_N1",0.03547997
"Half-life targeted (ϕw)",398,"phi_N2",215.096623
"RBC replenishment (ρ)",399,"rho",0.22165274
"Burst size (β)",399,"burst",3.98513583
"Activation indis (ψn)",399,"iota_N1",9.66173641
"Activation targeted (ψw)",399,"iota_N2",0.82441796
"Half-life indis (ϕn)",399,"phi_N1",0.03713025
"Half-life targeted (ϕw)",399,"phi_N2",63.4867774
"RBC replenishment (ρ)",400,"rho",0.47269957
"Burst size (β)",400,"burst",4.7378147
"Activation indis (ψn)",400,"iota_N1",15.1941304
"Activation targeted (ψw)",400,"iota_N2",0.45165723
"Half-life indis (ϕn)",400,"phi_N1",0.03497459
"Half-life targeted (ϕw)",400,"phi_N2",220.720539
"RBC replenishment (ρ)",401,"rho",0.24158452
"Burst size (β)",401,"burst",4.63293992
"Activation indis (ψn)",401,"iota_N1",25.7670127
"Activation targeted (ψw)",401,"iota_N2",2.00449427
"Half-life indis (ϕn)",401,"phi_N1",0.10651478
"Half-life targeted (ϕw)",401,"phi_N2",498.100536
"RBC replenishment (ρ)",402,"rho",0.41380606
"Burst size (β)",402,"burst",5.84716451
"Activation indis (ψn)",402,"iota_N1",14.6251143
"Activation targeted (ψw)",402,"iota_N2",1.91470672
"Half-life indis (ϕn)",402,"phi_N1",0.07192218
"Half-life targeted (ϕw)",402,"phi_N2",962.262577
"RBC replenishment (ρ)",403,"rho",0.21090574
"Burst size (β)",403,"burst",5.61239992
"Activation indis (ψn)",403,"iota_N1",3.73876057
"Activation targeted (ψw)",403,"iota_N2",1.27059439
"Half-life indis (ϕn)",403,"phi_N1",0.11235228
"Half-life targeted (ϕw)",403,"phi_N2",88.499396
"RBC replenishment (ρ)",404,"rho",0.24971946
"Burst size (β)",404,"burst",4.07258328
"Activation indis (ψn)",404,"iota_N1",30.0063568
"Activation targeted (ψw)",404,"iota_N2",0.62770549
"Half-life indis (ϕn)",404,"phi_N1",0.02573764
"Half-life targeted (ϕw)",404,"phi_N2",717.232919
"RBC replenishment (ρ)",405,"rho",0.22612819
"Burst size (β)",405,"burst",3.95239939
"Activation indis (ψn)",405,"iota_N1",33.058457
"Activation targeted (ψw)",405,"iota_N2",0.93091867
"Half-life indis (ϕn)",405,"phi_N1",0.0141529
"Half-life targeted (ϕw)",405,"phi_N2",2199.06792
"RBC replenishment (ρ)",406,"rho",0.37467144
"Burst size (β)",406,"burst",4.78788537
"Activation indis (ψn)",406,"iota_N1",17.9629174
"Activation targeted (ψw)",406,"iota_N2",0.53691733
"Half-life indis (ϕn)",406,"phi_N1",0.01326622
"Half-life targeted (ϕw)",406,"phi_N2",2698.69925
"RBC replenishment (ρ)",407,"rho",0.19220207
"Burst size (β)",407,"burst",4.59852546
"Activation indis (ψn)",407,"iota_N1",47.6800133
"Activation targeted (ψw)",407,"iota_N2",2.14333936
"Half-life indis (ϕn)",407,"phi_N1",0.04747491
"Half-life targeted (ϕw)",407,"phi_N2",5707.01805
"RBC replenishment (ρ)",408,"rho",0.30468652
"Burst size (β)",408,"burst",5.92300681
"Activation indis (ψn)",408,"iota_N1",54.7298941
"Activation targeted (ψw)",408,"iota_N2",1.73555892
"Half-life indis (ϕn)",408,"phi_N1",0.0139494
"Half-life targeted (ϕw)",408,"phi_N2",656.151271
"RBC replenishment (ρ)",409,"rho",0.29687002
"Burst size (β)",409,"burst",5.55368423
"Activation indis (ψn)",409,"iota_N1",19.2992575
"Activation targeted (ψw)",409,"iota_N2",0.92164095
"Half-life indis (ϕn)",409,"phi_N1",0.01589858
"Half-life targeted (ϕw)",409,"phi_N2",358.999759
"RBC replenishment (ρ)",410,"rho",0.25281169
"Burst size (β)",410,"burst",3.96312546
"Activation indis (ψn)",410,"iota_N1",361.398988
"Activation targeted (ψw)",410,"iota_N2",0.79017723
"Half-life indis (ϕn)",410,"phi_N1",0.00167232
"Half-life targeted (ϕw)",410,"phi_N2",1075.7729
"RBC replenishment (ρ)",411,"rho",0.40578996
"Burst size (β)",411,"burst",4.13066355
"Activation indis (ψn)",411,"iota_N1",246.923598
"Activation targeted (ψw)",411,"iota_N2",0.74212241
"Half-life indis (ϕn)",411,"phi_N1",0.0026793
"Half-life targeted (ϕw)",411,"phi_N2",1594.46246
"RBC replenishment (ρ)",412,"rho",0.42279411
"Burst size (β)",412,"burst",4.79701014
"Activation indis (ψn)",412,"iota_N1",93.788688
"Activation targeted (ψw)",412,"iota_N2",0.46447612
"Half-life indis (ϕn)",412,"phi_N1",0.00207438
"Half-life targeted (ϕw)",412,"phi_N2",2171.22539
"RBC replenishment (ρ)",413,"rho",0.2271458
"Burst size (β)",413,"burst",4.61932454
"Activation indis (ψn)",413,"iota_N1",476.860651
"Activation targeted (ψw)",413,"iota_N2",2.02316161
"Half-life indis (ϕn)",413,"phi_N1",0.00504559
"Half-life targeted (ϕw)",413,"phi_N2",1292.48395
"RBC replenishment (ρ)",414,"rho",0.35055381
"Burst size (β)",414,"burst",6.09513438
"Activation indis (ψn)",414,"iota_N1",231.283549
"Activation targeted (ψw)",414,"iota_N2",2.05546411
"Half-life indis (ϕn)",414,"phi_N1",0.00311683
"Half-life targeted (ϕw)",414,"phi_N2",3046.66568
"RBC replenishment (ρ)",415,"rho",0.32870935
